Job title,Job company,job salary,posted,Job_location,Job link,Job requirements,job description
"Mobile App Developer (Full-Time, Remote)",iBrokerage Ltd. ,Not preview,2 months ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/iBrokerage Ltd.-Canada-117060,Full Time,Not provided
Internal Audit Section Head,Rameda ,Not preview,2 months ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Rameda-Egypt-23014,On-site,Not provided
Chinese Translator,CSCEC International Facade Egypt Co Ltd ,Not preview,1 month ago,"Ain Sokhna, Suez, Egypt",https://wuzzuf.net/jobs/careers/-100397,Experienced,Not provided
Admin Assistant,8X Egypt ,Not preview,3 days ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/8X-Egypt-Egypt-59621,Quality,Not provided
Senior React Front-End Developer,Exsys Solutions ,Not preview,4 days ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Exsys-Solutions-Egypt-21568,Quality Assurance,Not provided
Flutter Mobile Developer,Tawfeer ,Not preview,2 months ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-84172,Quality Control,Not provided
Technical Office Engineer,Decorama ,Not preview,1 month ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Decorama-Egypt-4570,Full Time,Not provided
Site Engineer,Contratec ,Not preview,1 month ago,"Dokki, Giza, Egypt",https://wuzzuf.net/jobs/careers/contratec-egypt-145135,On-site,Not provided
International Export Sales Manager – Fresh Fruits & Vegetables,Elganaini  ,Not preview,28 days ago,"Mokattam, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Elganaini-Egypt-119081,Manager,Not provided
Electrical Lead,Fine Hygienic Holding ,Not preview,3 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071,Manufacturing/Production,Not provided
Junior Civil Engineer,CSI ,Not preview,22 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/CSI-Egypt-32709,Quality,Not provided
Associate Production Manager,Dabur ,Not preview,16 days ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/Dabur-Egypt-34410,Engineering - Oil & Gas/Energy,Not provided
MEP Engineer,Tline ,Not preview,1 month ago,"New Capital, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Tline-Egypt-5374,Quality Assurance,Not provided
PET Operate & Maintain Supervisor,Beyti  an Almarai Subsidiary  ,Not preview,28 days ago,"Noubaria, Beheira, Egypt",https://wuzzuf.net/jobs/careers/Beyti---A-Joint-Venture-of-Almarai---Pepsico-Egypt-28089,QMS,Not provided
Production Engineer,Arias Egypt  ,Not preview,23 days ago,"Alsadat City, Monufya, Egypt",https://wuzzuf.net/jobs/careers/Arias-isg-egy-com-89209,ISO 9001,Not provided
Substation Project Manager,Energya power and telecom solutions Elsewedy Helal ,Not preview,17 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Energya-Industries-Group-Egypt-130515,API Standard,Not provided
Production Manager - Custom Furniture,Domani ,Not preview,24 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/domani-egypt-145373,internal auditing,Not provided
Section Head – Mechanical Engineer,El Mansour Development  ,Not preview,11 days ago,"Mokattam, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Memar-El-Mansour-Egypt-36451,Root Cause Analysis,Not provided
Production Engineer ( Background Foods ),Marbella For Food Industry  ,Not preview,11 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Misr-Foods-Egypt-5667,Risk Assessment,Not provided
"R&D Chemical Engineer ""Internship""",ICON Holding ,Not preview,2 months ago,"Helwan, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223,Full Time,Not provided
Production Engineer - Ain Sokhna,Hayat ,Not preview,12 days ago,"Ain Sokhna, Suez, Egypt",https://wuzzuf.net/jobs/careers/Hayat-Kimya-Egypt-21625,On-site,Not provided
Procurement Section Head - Engineering Sector,ARX Developments  ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/-125841,Experienced,Not provided
Senior Civil Engineer,CSI ,Not preview,22 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/CSI-Egypt-32709,Quality,Not provided
Engineering Manager,CSI ,Not preview,22 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/CSI-Egypt-32709,Engineering - Other,Not provided
Accounting,Egytrans ,Not preview,8 days ago,"Agami, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/Egytrans-Egypt-10542,quality,Not provided
Senior Architecture Site Engineer,New Plan  ,Not preview,8 days ago,"New Capital, Cairo, Egypt",https://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501,Quality Control,Not provided
Infrastructure Draftsman (Revit / AutoCAD / Civil 3D),EGEC ,Not preview,11 days ago,"Giza, Egypt",https://wuzzuf.net/jobs/careers/EGEC-Egypt-19486,English,Not provided
Mid-Level General Accountant,Confidential ,Not preview,1 month ago,"Heliopolis, Cairo, Egypt",,Engineering,Not preview
Sales Supervisor (Cairo-Alex-Mansoura-Assuit-Ismalia),Ice foods ,Not preview,3 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/ice-foods-egypt-143059,Construction,Not provided
Deputy Procurement Manager,Confidential ,Not preview,10 days ago,"Minya, Egypt",,Civil,Not preview
Facilities Manager,New Plan  ,Not preview,10 days ago,"New Capital, Cairo, Egypt",https://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501,Quality Assurance,Not provided
Workshop Team Leader Engineer - Passenger Cars,GB Corp ,Not preview,1 month ago,"Assiut, Egypt",https://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362,Russian,Not provided
Transition Specialist,Etisalat Egypt ,Not preview,3 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,Full Time,Not provided
Production Engineer,Gest For Metals  ,Not preview,3 days ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/-18352,On-site,Not provided
Computer Science & Computer Engineering Fresh Graduates,Confidential ,Not preview,2 months ago,"Heliopolis, Cairo, Egypt",,Manager,Not preview
Procurement Specialist,KIG Konnice ,Not preview,1 month ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/KIG-Konnice-Egypt-54116,Operations/Management,Not provided
Personnel Administration Section Head,Confidential ,Not preview,16 days ago,"Misratah, Libya",,Quality,Not preview
Procurement Engineer,Bahna Engineering ,Not preview,9 days ago,"Zamalek, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Bahna-Engineering-Egypt-35118,Engineering - Mechanical/Electrical,Not provided
Senior QC Engineer,Conserv ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Conserv-Egypt-20639,Quality Control,Not provided
Technical Office Engineer - Mechanical,EEC Group ,Not preview,1 month ago,"Sheraton, Cairo, Egypt",https://wuzzuf.net/jobs/careers/EEC-Group-Egypt-31409,Testing,Not provided
Sourcing Assistant Manager,Tank ,Not preview,1 day ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Minlo-Egypt-15232,Quality Assurance,Not provided
Routing Supervisor- (Sales Planning),ArmaHSA ,Not preview,23 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Arma-Egypt-73932,Quality Management System,Not provided
General Manager - Construction Sector,Sea Port for Trading and Engineering ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Sea-Port-for-Trading-and-Engineering-Egypt-15547,Quality Auditing,Not provided
Architecture Engineer,ITAC ,Not preview,1 month ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ITAC-Group-Egypt-17475,Analysis,Not provided
Maintenance Manager.,Confidential ,Not preview,1 month ago,"Fayoum, Egypt",,Engineering,Not preview
Architecture Technical Office Engineer,Adcon construction ,Not preview,24 days ago,"New Capital, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Adcon-construction-Egypt-105807,Full Time,Not provided
Senior Procurement Specialist,ICON Holding ,Not preview,1 month ago,"Helwan, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223,On-site,Not provided
Purchasing Specialist,Valley Water LLC   ,Not preview,2 months ago,"Wadi Alnatrun, Beheira, Egypt",https://wuzzuf.net/jobs/careers/Valley Water LLC-Egypt-99266,Entry Level,Not provided
Warehouse Manager,Confidential ,Not preview,12 days ago,"Misratah, Libya",,Quality,Not preview
Senior Accountant,Agri venture ,Not preview,24 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/agri-venture-egypt-137175,QA,Not provided
Maintenance Shift Engineer (Electrical),SAVOLA ,Not preview,1 month ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/-2383,Quality Assurance,Not provided
Inbound Tour Operator,Confidential ,Not preview,1 month ago,"Cairo, Egypt",,Quality Control,Not preview
Purchasing Manager – Medical Supplies Manufacturing,Euromed for medical industries ,Not preview,21 hours ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Euromed-for-medical-industries-Egypt-21130,Analysis,Not provided
Senior HVAC Design Engineer,ECE ,Not preview,2 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ECE-Egypt-74177,Communication,Not provided
Restaurant Manager,neom pyramids valley ,Not preview,2 months ago,"Haram, Giza, Egypt",https://wuzzuf.net/jobs/careers/neom-pyramids-valley-egypt-129768,Engineering,Not provided
Purchasing Specialist,Azza Fahmy Jewellery ,Not preview,8 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Azza-Fahmy-Jewellery-Egypt-15367,ISO 9001,Not provided
Administration Specialist,MCC for confectionery manufacturing ,Not preview,1 month ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/MCC-for-confectionary-industry-Egypt-101636,Training,Not provided
Civil / Architectural Engineer (Site & Technical Office),Mithaq Realty ,Not preview,29 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Mithaq-Realty-Egypt-145212,Full Time,Not provided
Maintenance & Facilities Engineer,Spinneys Egypt ,Not preview,29 days ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Spinneys-Egypt-Egypt-721,On-site,Not provided
Senior MEP Mechanical Site Engineer,ZAD MEP ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Lead-Egypt-101968,Experienced,Not provided
Junior MEP Mechanical Site Engineer,ZAD MEP ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Lead-Egypt-101968,Quality,Not provided
Security Manager- Facility Management,Horizon Operation and Management  ,Not preview,25 days ago,"New Capital, Cairo, Egypt",https://wuzzuf.net/jobs/careers/--Egypt-131412,QA,Not provided
Production Supervisor & Compounding Chemist,Tiba Perfumes  ,Not preview,7 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Tiba Perfumes-Egypt-114737,Quality Assurance,Not provided
Senior Procurement Specialist,GlassRock Insulation Co. ,Not preview,9 days ago,"Alsadat City, Monufya, Egypt",https://wuzzuf.net/jobs/careers/GlassRock-Insulation-Co--Egypt-36441,Quality Control,Not provided
Microbiology Analyst,National Company For Maize Products ,Not preview,1 month ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/NCMP-Egypt-35152,Full Time,Not provided
Chief Accountant,Confidential ,Not preview,1 month ago,"Mohandessin, Giza, Egypt",,On-site,Not preview
Project Architect,East Engineering Consultancy  ,Not preview,27 days ago,"Alkhalifa, Cairo, Egypt",https://wuzzuf.net/jobs/careers/East Engineering Consultancy-Egypt-114337,Experienced,Not provided
Senior Admin Specialist,Dreem Mashreq Foods  ,Not preview,28 days ago,"Smouha, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/DREEM---Mashreq-Group-Egypt-7358,Medical/Healthcare,Not provided
Junior Site Architect.,Confidential ,Not preview,1 month ago,"Cairo, Egypt",,Quality,Not preview
Project/Site Engineer ( Geotechnical),Menard ,Not preview,2 months ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Menard-Egypt-66461,Quality,Not provided
Project Manager High-Rise Building ( + 15 Floors ),Confidential ,Not preview,2 days ago,"Riyadh, Saudi Arabia",,QA,Not preview
R&D Draftsman,Tank ,Not preview,1 month ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Minlo-Egypt-15232,Pharmaceutical,Not provided
Head Of Operations,Midea Group ,Not preview,24 days ago,"Alsadat City, Monufya, Egypt",https://wuzzuf.net/jobs/careers/Midea-Group-Egypt-64266,Quality Assurance,Not provided
Export Officer,New Marina Plast    ,Not preview,24 days ago,"Bourj Alarab, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/New Marina Plast-Egypt-84126,Veterinary,Not provided
Workshop Maintenance Manager,Family Corporation ,Not preview,8 days ago,"Abu Rawash, Giza, Egypt",https://wuzzuf.net/jobs/careers/Family-Corporation-Egypt-61382,English,Not provided
Senior Architecture Design Engineer,ATRIC Developments ,Not preview,30 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/El-Asreya-for-Real-Estate-Development-Egypt-15435,QC,Not provided
Architectural Team Leader,Afniah Consulting Engineering  ,Not preview,10 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-113616,Microsoft Office,Not provided
Workshop Engineer,GB Corp ,Not preview,2 months ago,"Obour City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362,Full Time,Not provided
Team Leader Site Engineer - Aluminum Facade Solutions,Alunaut ,Not preview,29 days ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Alunaut-Egypt-111424,On-site,Not provided
Software QC -Testing Engineer,eBSEG ,Not preview,2 months ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/eBSEG-Egypt-10608,Manager,Not provided
Mechanical Site Engineer,Egyptian Engineering Company ,Not preview,11 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Egyptian-Engineering-Company-Egypt-57495,Quality,Not provided
Factory Maintenance Manager,Confidential ,Not preview,30 days ago,"Bourj Alarab, Alexandria, Egypt",,Quality Assurance,Not preview
Software Project Manager,Fixed Solutions ,Not preview,2 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Fixed-Solutions-Egypt-18523,Food Safety Management,Not provided
Internal Auditor,MY WAY ,Not preview,22 days ago,"Obour City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/MY-WAY-Egypt-8492,Quality Control,Not provided
R&D Design Engineer,Groupe Atlantic ,Not preview,8 days ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Groupe--Atlantic-Egypt-14909,Supplier Quality Management,Not provided
Accounts Payable Accountant (AP),Eden Agriculture Investment  ,Not preview,17 days ago,"Smart Village, Giza, Egypt",https://wuzzuf.net/jobs/careers/eden-agriculture-investment-egypt-137338,Full Time,Not provided
Sterile Mechanical Engineer,Amoun Pharmaceutical  ,Not preview,17 days ago,"Obour City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Amoun-Pharmaceutical-Egypt-5252,On-site,Not provided
Technical Lead – Full Stack Developer,Ayvo  ,Not preview,1 month ago,"Makkah, Saudi Arabia",https://wuzzuf.net/jobs/careers/Ayvo-Saudi-Arabia-141178,Manager,Not provided
Utility Engineer,Partner & More ,Not preview,1 month ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Partner---more-Egypt-22617,Quality,Not provided
Mechanical Engineer,The Egyptian Co. for Electrical Industries ,Not preview,2 months ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-119480,Manufacturing,Not provided
Telemarketing Supervisor (German speaker),Ashdud ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ashdud-egypt-134069,Quality Assurance,Not provided
Senior Administration Specialist,National Electricity Technology Co. ,Not preview,29 days ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/National-Electricity-Technology-Co--Egypt-10451,Quality Control,Not provided
Data Scientist,Spinneys Egypt ,Not preview,29 days ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Spinneys-Egypt-Egypt-721,English,Not provided
Senior Compliance Officer,Erada ,Not preview,1 month ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Erada-Egypt-89969,Quality Auditing,Not provided
Team leader Architect Technical Office Engineer,fame for trading and contracting co. ,Not preview,1 month ago,"Agouza, Giza, Egypt",https://wuzzuf.net/jobs/careers/fame-for-trading-and-contracting-co--Egypt-24844,Six Sigma,Not provided
Technical Office Engineer MEP,Pronet Engineering for Trade & Contracting ,Not preview,10 days ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Pronet-Engineering-for-Trade---Contracting-Egypt-65255,Full Time,Not provided
Architecture Technical Office Engineer,Trustcom ,Not preview,10 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Trustcom-Egypt-58530,On-site,Not provided
Chemical Engineer,Rubex Egypt ,Not preview,24 days ago,"Bourj Alarab, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/Rubex-Egypt-Egypt-8617,Experienced,Not provided
"Health, Safety & Environmental Section Head",Sadko Plast ,Not preview,1 day ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/Sadko-Plast-Egypt-59403,Quality,Not provided
Foreign Procurement Specialist,Nile Sugar  ,Not preview,2 months ago,"Agouza, Giza, Egypt",https://wuzzuf.net/jobs/careers/Nile-Sugar-Egypt-40520,Quality Control,Not provided
Production Engineer,ComeX Engineering Company ,Not preview,1 month ago,"Giza, Giza, Egypt",https://wuzzuf.net/jobs/careers/ComeX-Engineering-Company-Egypt-25029,Manufacturing,Not provided
Treasury Accountant,TBK Developments ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Tabarak-Holding-Egypt-4126,Engineering,Not provided
Research and Development Manager,Confidential ,Not preview,2 months ago,"Obour City, Cairo, Egypt",,Full Time,Not preview
DIGITAL MARKETING SPECIALIST,Renewable Energy Pros ,Not preview,3 hours ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/renewable-energy-pros-egypt-132952,On-site,Not provided
Procurement Specialist,Confidential ,Not preview,2 months ago,"Wadi Alnatrun, Beheira, Egypt",,Manager,Not preview
Technical Sales Engineer (Fire Alarm),TTC Technologies ,Not preview,1 month ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/TTC-Technologies-Egypt-20890,Project/Program Management,Not provided
DESIGN & TECHNICAL LEAD,ACO NIGERIA ,Not preview,2 months ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/aco-nigeria-nigeria-144118,Engineering - Other,Not provided
Junior Process Engineer,Groupe Atlantic ,Not preview,1 month ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Groupe--Atlantic-Egypt-14909,Project Controls,Not provided
Project Manager,ICPM ,Not preview,2 months ago,"Matruh, Egypt",https://wuzzuf.net/jobs/careers/ICPM-Egypt-109827,Project Management,Not provided
DIGITAL MARKETING STRATEGIST,Renewable Energy Pros ,Not preview,16 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/renewable-energy-pros-egypt-132952,Project,Not provided
Senior Procurement Officer,London International Patient Services ,Not preview,2 months ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/London-International-Patient-Services-Egypt-45563,Civil Engineering,Not provided
Project Engineer,OTAK Trading & Contracting ,Not preview,2 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/OTAK-Trading--amp--Contracting-Egypt-23496,Construction,Not provided
Administration Manager,Confidential ,Not preview,2 months ago,"10th of Ramadan City, Sharqia, Egypt",,Cost Control,Not preview
Senior Architecture Technical office engineer ( Site),ATRIC Developments ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/El-Asreya-for-Real-Estate-Development-Egypt-15435,Engineering,Not provided
Senior Finance Associate,Guillam ,Not preview,1 month ago,"San Stefano, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/Guillam-Egypt-61954,Management,Not provided
Technical Office Manager - (Infrastructure),Al Bahaa Contracting ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Al-Bahaa-Contracting-Egypt-38152,Full Time,Not provided
Maintenance Shift Engineer,SaintGobain ,Not preview,2 months ago,"Ain Sokhna, Suez, Egypt",https://wuzzuf.net/jobs/careers/Saint-Gobain-Glass-Egypt-7552,On-site,Not provided
Senior Business Development Manager,Grafen Group  ,Not preview,3 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/capital-inception-lebanon-140099,Experienced,Not provided
Technical Office Engineer,green river for urban development ,Not preview,1 month ago,"New Capital, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-126059,Quality,Not provided
Marketing Manager,SU Tech  Elsewedy University ,Not preview,1 month ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/Elsewedy-University-of-Technology-Egypt-96010,Quality Assurance,Not provided
Refrigerator Manufacturing Production Manager,Deemax ,Not preview,2 months ago,"Abbassia, Cairo, Egypt",https://wuzzuf.net/jobs/careers/deemax-egypt-143609,QA,Not provided
Agricultural Engineer,FAID ALNAAM   ,Not preview,2 months ago,"Farafra, New Valley, Egypt",https://wuzzuf.net/jobs/careers/FAID ALNAAM-Egypt-115801,ERP,Not provided
Molds Maintenance Manager,Tank ,Not preview,1 month ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Minlo-Egypt-15232,Manufacturing,Not provided
Technical Office Engineer,Khater Sports Group ,Not preview,1 month ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Khater-Sports-Group-Egypt-23719,Pharmaceutical,Not provided
Brand & Operations Manager,Confidential ,Not preview,1 month ago,"Cairo, Egypt",,Quality Control,Not preview
Senior Procurement Civil Engineer,National Electricity Technology Co. ,Not preview,15 days ago,"Agouza, Giza, Egypt",https://wuzzuf.net/jobs/careers/National-Electricity-Technology-Co--Egypt-10451,Full Time,Not preview
Technical Office Engineer,Shendy furniture   ,Not preview,1 month ago,"Ameria, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/Shendy furniture-Egypt-87944,On-site,Not preview
Administration manager,GB Corp ,Not preview,9 days ago,"Obour City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362,Entry Level,Not preview
Mechanical Technical Office & Proposal Engineer,System Technique ,Not preview,2 months ago,"Abu Rawash, Giza, Egypt",https://wuzzuf.net/jobs/careers/system-technique-Egypt-20876,Customer Service/Support,Not preview
Senior Operation Engineer-Alternative Fuel,Titan Cement Egypt  ,Not preview,25 days ago,"khanka, Qalubia, Egypt",https://wuzzuf.net/jobs/careers/Titan-Cement-Egypt--Egypt-7832,Operations/Management,Not preview
Landscape Architecture Project Manager.,ACE ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/ACE-Egypt-141961,Quality,Not preview
Sales Account Manager,IBIC Group ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/IBIC-Group-Egypt-68099,Quality Control,Not preview
Agriculture Project Manager,FAID ALNAAM   ,Not preview,2 months ago,"Farafra, New Valley, Egypt",https://wuzzuf.net/jobs/careers/FAID ALNAAM-Egypt-115801,Communication,Not preview
Tendering/Contracting Manager,Confidential ,Not preview,1 month ago,"Mokattam, Cairo, Egypt",,Full Time,Not preview
QC Civil Engineer,Energya power and telecom solutions Elsewedy Helal ,Not preview,2 months ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Energya-Industries-Group-Egypt-130515,On-site,Not preview
Senior Procurement Engineer,ICPM ,Not preview,2 months ago,"Badr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ICPM-Egypt-109827,Experienced,Not preview
Service Advisor,ElSaba Group Co. ,Not preview,2 months ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Elsaba-Group-Egypt-13066,Installation/Maintenance/Repair,Not preview
Electrical Technical & Site Engineer,AL SALMANYA ,Not preview,1 month ago,"Sheraton, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-115373,Engineering - Other,Not preview
Site Engineer – Curtain Wall,CSCEC International Facade Egypt Co Ltd ,Not preview,23 days ago,"Ain Sokhna, Suez, Egypt",https://wuzzuf.net/jobs/careers/-100397,Engineering,Not preview
Pre-Sales Engineer (Software Solutions),Cubic Information Systems ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Cubic-Information-Systems-Egypt-52306,control,Not preview
Factory Manager,Confidential ,Not preview,1 month ago,"Bourj Alarab, Alexandria, Egypt",,Automation,Not preview
Maintenance Manager,Hassan Allam Sports Club ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/hassan-allam-sports-club-egypt-133794,Computer Science,Not preview
Technical Coordinator – Training Center,Confidential ,Not preview,2 months ago,"Cairo, Egypt",,Electronics,Not preview
Planning Manager,EGMED ,Not preview,7 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/EG-Medical-Systems-Egypt-4280,Management,Not preview
Accountant,Smile Art Dental and maxillofacial Center ,Not preview,2 months ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/smile-art-dental-and-maxillofacial-center-egypt-144214,Project Management,Not preview
Site Engineer,Confidential ,Not preview,2 months ago,"Cairo, Egypt",,Quality Assurance,Not preview
Senior Foreign Purchasing & Logistics Specialist,OTAK Trading & Contracting ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/OTAK-Trading--amp--Contracting-Egypt-23496,Full Time,Not preview
Mechanical Site Engineer,Aquarabia ,Not preview,2 months ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Aquarabia-Egypt-103989,On-site,Not preview
Surveyor Manager,Alex Fort Worth ,Not preview,2 months ago,"Alexandria, Egypt",https://wuzzuf.net/jobs/careers/alex-fort-worth-egypt-141837,Experienced,Not preview
Technical Office Engineer - Filters Manufacturing,Sea Port for Trading and Engineering ,Not preview,2 months ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/Sea-Port-for-Trading-and-Engineering-Egypt-15547,Manufacturing/Production,Not preview
Electronics Maintenance Engineer,Confidential ,Not preview,2 months ago,"Ain Shams, Cairo, Egypt",,Quality,Not preview
Business Development & Operations Manager – B2B&Retail,Grafen Group  ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/capital-inception-lebanon-140099,Engineering - Other,Not preview
